Time collected, Cylinder #, X, Y, Z, Pitch, Yaw, Roll
11:08:08,ere,-3.259629E-09,3.259629E-09,2.033963E-16,359.4931,233.2226,269.3219
11:08:08,001,-3.25963E-09,3.25963E-09,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,002,-3.259629E-09,3.259629E-09,2.033963E-16,359.4931,233.2226,269.3219
11:08:08,003,-1.816079E-08,6.286427E-08,1.192093E-07,359.2277,155.8244,270.3467
11:08:08,004,-1.816079E-08,1.224689E-07,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,005,-3.259629E-09,3.259629E-09,2.033963E-16,359.4931,233.2226,269.3219
11:08:08,006,-1.816079E-08,6.286427E-08,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,007,1.164153E-08,3.259629E-09,5.960464E-08,359.4931,233.2226,269.3219
11:08:08,008,1.164153E-08,6.286427E-08,1.192093E-07,359.2277,155.8244,270.3467
11:08:08,009,-3.25963E-09,1.224689E-07,-6.526897E-17,0.3930395,297.6608,269.2502
11:08:08,010,-1.816079E-08,3.25963E-09,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,011,-3.25963E-09,3.25963E-09,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,012,-1.816079E-08,6.286427E-08,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,013,1.164153E-08,6.286427E-08,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,014,-3.25963E-09,3.25963E-09,-5.960464E-08,359.2277,155.8244,270.3467
11:08:08,015,-3.25963E-09,-2.654269E-08,3.430416E-16,359.2817,211.9608,269.5519
11:08:08,016,-1.816079E-08,3.25963E-09,8.940697E-08,0.3930395,297.6608,269.2502
11:08:08,017,-3.25963E-09,1.224689E-07,8.940697E-08,0.3930395,297.6608,269.2502
11:08:08,018,-1.816079E-08,3.25963E-09,-6.526897E-17,0.3930395,297.6608,269.2502
11:08:08,019,-3.25963E-09,1.224689E-07,5.960464E-08,0.3930395,297.6608,269.2502
11:08:08,020,-1.816079E-08,3.25963E-09,-6.526897E-17,0.3930395,297.6608,269.2502
11:08:08,021,-3.25963E-09,-8.614734E-08,3.430416E-16,359.2817,211.9608,269.5519
11:08:08,022,-1.816079E-08,3.25963E-09,-6.526897E-17,0.3930395,297.6608,269.2502
11:08:08,023,-3.25963E-09,3.25963E-09,3.430416E-16,359.2817,211.9608,269.5519
11:08:08,024,-3.25963E-09,3.25963E-09,-1.192093E-07,359.2817,211.9608,269.5519
11:08:08,025,1.164153E-08,1.224689E-07,1.192093E-07,359.2277,155.8244,270.3467
11:08:08,026,1.164153E-08,1.224689E-07,4.735795E-16,359.2277,155.8244,270.3467
11:08:08,027,1.164153E-08,1.820736E-07,1.192093E-07,359.2277,155.8244,270.3467
